movement_label,movement_fraction,movement_frequency,movement_duration,movement_intervels,gender,group,group_id
running,3.297569255016063,43.0,22.054816279069765,1862.780688095238,female,Morning_Light-on,1
trotting,7.5862277989937565,84.0,27.17520119047619,968.005208433735,female,Morning_Light-on,1
left_turning,6.507243741286295,65.0,32.524707692307686,1335.001890625,female,Morning_Light-on,1
right_turning,4.564466266593927,60.0,28.119016666666667,1462.6412644067796,female,Morning_Light-on,1
walking,22.07977207977208,181.0,40.20485027624309,455.5343011111111,female,Morning_Light-on,1
stepping,4.358368188155422,37.0,40.83501621621621,2273.9548972222224,female,Morning_Light-on,1
sniffing,18.024489301085044,124.0,47.55932580645161,677.0479780487806,female,Morning_Light-on,1
rising,8.568224525671333,79.0,34.97950126582279,1103.2391294871793,female,Morning_Light-on,1
hunching,1.6427229193186639,15.0,32.50485333333333,5947.597457142857,female,Morning_Light-on,1
rearing,7.243741286294478,61.0,41.2000868852459,1342.9432933333333,female,Morning_Light-on,1
climbing,11.005031217797175,77.0,46.46242857142857,1132.8520381578946,female,Morning_Light-on,1
jumping,0.10304903921925197,1.0,34.0,0.0,female,Morning_Light-on,1
grooming,5.019094380796509,21.0,76.70668095238096,4110.716435,female,Morning_Light-on,1
scratching,0.0,0.0,0.0,0.0,female,Morning_Light-on,1
pausing,0.0,0.0,0.0,0.0,female,Morning_Light-on,1
running,0.7244894978236102,11.0,24.497054545454546,7497.91461,female,Morning_Light-on,1
trotting,4.057725453536269,58.0,25.74469827586207,1540.1325105263159,female,Morning_Light-on,1
left_turning,7.423096024071747,74.0,31.565516216216214,1192.8859260273973,female,Morning_Light-on,1
right_turning,1.7586398293944088,29.0,21.818155172413793,2939.5790714285713,female,Morning_Light-on,1
walking,18.296281148666413,157.0,38.52628471337579,537.1701884615385,female,Morning_Light-on,1
stepping,4.858169495486547,52.0,35.228425,1668.3290764705882,female,Morning_Light-on,1
sniffing,33.96044521048173,198.0,58.37174747474748,395.13439086294414,female,Morning_Light-on,1
rising,8.22061873740177,80.0,37.849920000000004,1094.7766620253165,female,Morning_Light-on,1
hunching,2.039087376939032,24.0,31.2866125,3291.422247826087,female,Morning_Light-on,1
rearing,4.887382781689112,32.0,51.805778125,2711.2551483870966,female,Morning_Light-on,1
climbing,5.015921240980398,27.0,51.018396296296295,3140.3662692307694,female,Morning_Light-on,1
jumping,0.0,0.0,0.0,0.0,female,Morning_Light-on,1
grooming,7.2741082644386665,26.0,76.99013076923076,3180.9804200000003,female,Morning_Light-on,1
scratching,0.0,0.0,0.0,0.0,female,Morning_Light-on,1
pausing,1.4840349390902983,4.0,127.0,16224.666666666666,female,Morning_Light-on,1
running,5.8584686774942,87.0,26.173991954022988,981.9233569767441,female,Morning_Light-on,1
trotting,8.976218097447795,118.0,32.119882203389835,720.8345145299145,female,Morning_Light-on,1
left_turning,8.448375870069604,85.0,36.29042705882353,982.8844190476191,female,Morning_Light-on,1
right_turning,2.195475638051044,34.0,22.45500882352941,2261.3376787878788,female,Morning_Light-on,1
walking,15.368329466357308,160.0,33.842180625,527.4262427672955,female,Morning_Light-on,1
stepping,3.7906032482598606,34.0,32.36017058823529,2646.2489575757577,female,Morning_Light-on,1
sniffing,22.784222737819025,160.0,51.90676125,512.8171031446541,female,Morning_Light-on,1
rising,7.1548723897911835,83.0,28.950772289156628,1020.6291207317073,female,Morning_Light-on,1
hunching,1.7430394431554523,16.0,38.51006875,5511.560213333333,female,Morning_Light-on,1
rearing,4.167633410672853,31.0,48.87098709677419,2744.146366666667,female,Morning_Light-on,1
climbing,13.251160092807424,91.0,51.54517802197802,908.2717244444444,female,Morning_Light-on,1
jumping,0.66415313225058,2.0,90.5,4460.0,female,Morning_Light-on,1
grooming,5.5974477958236655,15.0,120.236,5863.796571428572,female,Morning_Light-on,1
scratching,0.0,0.0,0.0,0.0,female,Morning_Light-on,1
pausing,0.0,0.0,0.0,0.0,female,Morning_Light-on,1
running,0.47438653970854233,6.0,22.166666666666668,9896.2,male,Night_Light-on,3
trotting,4.719975427459814,45.0,32.12652,1642.727925,male,Night_Light-on,3
left_turning,6.047575168083,55.0,34.36515818181818,1366.873925925926,male,Night_Light-on,3
right_turning,3.0476775536671106,41.0,20.74698780487805,1888.4936675000001,male,Night_Light-on,3
walking,16.381693457561177,113.0,40.85591592920354,647.6052214285714,male,Night_Light-on,3
stepping,4.20122180130371,36.0,33.64246111111111,2081.799091428571,male,Night_Light-on,3
sniffing,27.640694856830827,142.0,57.29018169014085,484.9713645390071,male,Night_Light-on,3
rising,6.9622197194635,61.0,34.2145393442623,1234.1420283333334,male,Night_Light-on,3
hunching,3.484522712535408,22.0,47.47124090909091,3481.8966047619047,male,Night_Light-on,3
rearing,7.020238217125694,36.0,62.321008333333324,2125.4782971428567,male,Night_Light-on,3
climbing,7.1157980956281355,43.0,49.1355,1716.231538095238,male,Night_Light-on,3
jumping,0.0,0.0,0.0,0.0,male,Night_Light-on,3
grooming,11.873314903928193,24.0,144.67025833333332,3104.127882608696,male,Night_Light-on,3
scratching,0.0,0.0,0.0,0.0,male,Night_Light-on,3
pausing,1.0306815467048906,2.0,151.0,64949.0,male,Night_Light-on,3
running,1.127163041752659,19.0,18.044936842105265,3814.999794444445,female,Night_Light-on,3
trotting,3.8545800920781073,32.0,31.512346875,2179.039951612903,female,Night_Light-on,3
left_turning,6.420066677250357,55.0,31.71896,1347.4615462962963,female,Night_Light-on,3
right_turning,3.7053500555643755,41.0,27.554087804878048,1676.4982100000002,female,Night_Light-on,3
walking,7.785362755993015,67.0,32.35961044776119,1010.776509090909,female,Night_Light-on,3
stepping,2.0828702968725197,18.0,30.539194444444444,3818.634247058824,female,Night_Light-on,3
sniffing,31.227178917288455,169.0,58.259144378698224,379.67663035714287,female,Night_Light-on,3
rising,13.017939355453246,82.0,48.95005853658537,831.2662493827161,female,Night_Light-on,3
hunching,4.2736942371805045,21.0,63.27308571428571,3610.4661899999996,female,Night_Light-on,3
rearing,5.645340530242896,46.0,39.587345652173916,1662.81694,female,Night_Light-on,3
climbing,9.036354976980473,56.0,47.902564285714284,1322.7068745454546,female,Night_Light-on,3
jumping,0.0,0.0,0.0,0.0,female,Night_Light-on,3
grooming,10.804889665026195,38.0,90.77954736842105,1685.2312378378376,female,Night_Light-on,3
scratching,0.0,0.0,0.0,0.0,female,Night_Light-on,3
pausing,1.0192093983171933,3.0,170.66666666666666,33030.5,female,Night_Light-on,3
running,0.0,0.0,0.0,0.0,male,Night_Light-on,3
trotting,0.4150531228279217,9.0,17.555555555555557,6641.0,male,Night_Light-on,3
left_turning,6.158276238705193,99.0,31.16521212121212,861.1548102040816,male,Night_Light-on,3
right_turning,1.3841723761294806,24.0,27.14848333333333,3547.5168260869564,male,Night_Light-on,3
walking,8.134246847383576,116.0,34.40423017241379,679.3500808695652,male,Night_Light-on,3
stepping,2.520107238605898,37.0,30.93437837837838,2168.0605611111114,male,Night_Light-on,3
sniffing,31.041604607288253,244.0,69.44113114754099,296.7812345679012,male,Night_Light-on,3
rising,14.362029589911627,146.0,48.943898630136985,552.7386179310345,male,Night_Light-on,3
hunching,3.409790487538477,41.0,41.69001951219513,2153.875435,male,Night_Light-on,3
rearing,6.21388144176348,62.0,52.45991935483872,1371.10128852459,male,Night_Light-on,3
climbing,8.978254393803992,75.0,60.231464,1142.0142445945944,male,Night_Light-on,3
