,location,points,density,statistic_type,video_index,ExperimentCondition,gender
83,corner,30.366666666666664,13.496296296296295,data_driven_location,58,Morning_Light-on,male
84,center,9.355555555555556,0.763718820861678,data_driven_location,61,Morning_Light-on,female
85,perimeter,55.461111111111116,5.2820105820105825,data_driven_location,61,Morning_Light-on,female
86,corner,35.18333333333333,15.637037037037036,data_driven_location,61,Morning_Light-on,female
87,center,11.55,0.9428571428571428,data_driven_location,54,Morning_Light-on,male
88,perimeter,36.611111111111114,3.486772486772487,data_driven_location,54,Morning_Light-on,male
89,corner,51.83888888888889,23.039506172839506,data_driven_location,54,Morning_Light-on,male
90,center,3.177777777777778,0.2594104308390023,data_driven_location,127,Stress_Light-on,female
91,perimeter,31.144444444444446,2.966137566137566,data_driven_location,127,Stress_Light-on,female
92,corner,65.67777777777778,29.190123456790122,data_driven_location,127,Stress_Light-on,female
93,center,3.5277777777777777,0.28798185941043086,data_driven_location,128,Stress_Light-on,female
94,perimeter,37.51111111111111,3.572486772486773,data_driven_location,128,Stress_Light-on,female
95,corner,58.96111111111111,26.204938271604934,data_driven_location,128,Stress_Light-on,female
96,center,13.733333333333334,1.1210884353741497,data_driven_location,129,Stress_Light-on,female
97,perimeter,39.80555555555556,3.791005291005291,data_driven_location,129,Stress_Light-on,female
98,corner,46.46111111111111,20.649382716049384,data_driven_location,129,Stress_Light-on,female
99,center,18.922222222222224,1.5446712018140591,data_driven_location,130,Stress_Light-on,female
100,perimeter,39.77222222222222,3.7878306878306875,data_driven_location,130,Stress_Light-on,female
101,corner,41.30555555555556,18.358024691358025,data_driven_location,130,Stress_Light-on,female
102,center,4.061111111111111,0.3315192743764172,data_driven_location,131,Stress_Light-on,male
103,perimeter,74.04444444444445,7.051851851851852,data_driven_location,131,Stress_Light-on,male
104,corner,21.894444444444446,9.730864197530865,data_driven_location,131,Stress_Light-on,male
105,center,10.9,0.889795918367347,data_driven_location,132,Stress_Light-on,male
106,perimeter,41.855555555555554,3.986243386243386,data_driven_location,132,Stress_Light-on,male
107,corner,47.24444444444445,20.997530864197532,data_driven_location,132,Stress_Light-on,male
108,center,10.233333333333333,0.8353741496598639,data_driven_location,133,Stress_Light-on,male
109,perimeter,41.72222222222222,3.9735449735449735,data_driven_location,133,Stress_Light-on,male
110,corner,48.044444444444444,21.353086419753087,data_driven_location,133,Stress_Light-on,male
111,center,16.044444444444444,1.309750566893424,data_driven_location,134,Stress_Light-on,male
112,perimeter,48.672222222222224,4.635449735449735,data_driven_location,134,Stress_Light-on,male
113,corner,35.28333333333333,15.681481481481482,data_driven_location,134,Stress_Light-on,male
114,center,7.55,0.616326530612245,data_driven_location,135,Stress_Light-on,female
115,perimeter,63.22222222222222,6.021164021164021,data_driven_location,135,Stress_Light-on,female
116,corner,29.22777777777778,12.990123456790126,data_driven_location,135,Stress_Light-on,female
117,center,18.494444444444444,1.509750566893424,data_driven_location,136,Stress_Light-on,female
118,perimeter,48.46111111111111,4.615343915343915,data_driven_location,136,Stress_Light-on,female
119,corner,33.044444444444444,14.686419753086419,data_driven_location,136,Stress_Light-on,female
120,center,8.855555555555556,0.7229024943310658,data_driven_location,137,Stress_Light-on,female
121,perimeter,55.25,5.261904761904762,data_driven_location,137,Stress_Light-on,female
122,corner,35.894444444444446,15.953086419753088,data_driven_location,137,Stress_Light-on,female
123,center,6.5,0.5306122448979592,data_driven_location,138,Stress_Light-on,female
124,perimeter,55.98888888888889,5.332275132275131,data_driven_location,138,Stress_Light-on,female
125,corner,37.51111111111111,16.671604938271606,data_driven_location,138,Stress_Light-on,female
126,center,0.005555555555555556,0.00045351473922902497,data_driven_location,139,Stress_Light-on,male
127,perimeter,4.25,0.40476190476190477,data_driven_location,139,Stress_Light-on,male
128,corner,95.74444444444444,42.55308641975308,data_driven_location,139,Stress_Light-on,male
129,center,12.022222222222222,0.98140589569161,data_driven_location,140,Stress_Light-on,male
130,perimeter,42.327777777777776,4.031216931216931,data_driven_location,140,Stress_Light-on,male
131,corner,45.65,20.288888888888888,data_driven_location,140,Stress_Light-on,male
132,center,10.833333333333334,0.8843537414965986,data_driven_location,141,Stress_Light-on,male
133,perimeter,63.74999999999999,6.071428571428571,data_driven_location,141,Stress_Light-on,male
134,corner,25.416666666666664,11.296296296296296,data_driven_location,141,Stress_Light-on,male
135,center,16.983333333333334,1.3863945578231294,data_driven_location,142,Stress_Light-on,male
136,perimeter,51.577777777777776,4.912169312169312,data_driven_location,142,Stress_Light-on,male
137,corner,31.43888888888889,13.97283950617284,data_driven_location,142,Stress_Light-on,male
138,center,4.4944444444444445,0.36689342403628117,data_driven_location,143,Stress_Light-on,female
139,perimeter,61.422222222222224,5.84973544973545,data_driven_location,143,Stress_Light-on,female
140,corner,34.08333333333333,15.148148148148145,data_driven_location,143,Stress_Light-on,female
141,center,3.0277777777777777,0.2471655328798186,data_driven_location,144,Stress_Light-on,female
142,perimeter,40.08888888888889,3.817989417989418,data_driven_location,144,Stress_Light-on,female
143,corner,56.88333333333333,25.28148148148148,data_driven_location,144,Stress_Light-on,female
144,center,4.6,0.37551020408163266,data_driven_location,145,Stress_Light-on,female
145,perimeter,53.98888888888889,5.1417989417989425,data_driven_location,145,Stress_Light-on,female
146,corner,41.41111111111111,18.404938271604937,data_driven_location,145,Stress_Light-on,female
147,center,19.488888888888887,1.5909297052154192,data_driven_location,146,Stress_Light-on,female
148,perimeter,51.027777777777786,4.85978835978836,data_driven_location,146,Stress_Light-on,female
149,corner,29.483333333333334,13.103703703703705,data_driven_location,146,Stress_Light-on,female
150,center,5.949999999999999,0.4857142857142856,data_driven_location,147,Stress_Light-on,male
151,perimeter,43.56111111111111,4.148677248677249,data_driven_location,147,Stress_Light-on,male
152,corner,50.488888888888894,22.439506172839508,data_driven_location,147,Stress_Light-on,male
153,center,2.4166666666666665,0.19727891156462585,data_driven_location,148,Stress_Light-on,male
154,perimeter,28.32777777777778,2.6978835978835978,data_driven_location,148,Stress_Light-on,male
155,corner,69.25555555555556,30.78024691358025,data_driven_location,148,Stress_Light-on,male
156,center,2.055555555555556,0.16780045351473924,data_driven_location,149,Stress_Light-on,male
157,perimeter,30.86111111111111,2.939153439153439,data_driven_location,149,Stress_Light-on,male
158,corner,67.08333333333333,29.814814814814813,data_driven_location,149,Stress_Light-on,male
159,center,0.7666666666666666,0.06258503401360543,data_driven_location,150,Stress_Light-on,male
160,perimeter,16.055555555555557,1.5291005291005293,data_driven_location,150,Stress_Light-on,male
161,corner,83.17777777777778,36.967901234567904,data_driven_location,150,Stress_Light-on,male
162,center,1.6,0.1306122448979592,data_driven_location,151,Stress_Light-on,female
163,perimeter,27.816666666666666,2.649206349206349,data_driven_location,151,Stress_Light-on,female
164,corner,70.58333333333333,31.370370370370367,data_driven_location,151,Stress_Light-on,female
165,center,10.722222222222221,0.8752834467120181,data_driven_location,152,Stress_Light-on,female
166,perimeter,58.27777777777777,5.55026455026455,data_driven_location,152,Stress_Light-on,female
167,corner,31.0,13.777777777777777,data_driven_location,152,Stress_Light-on,female
168,center,22.983333333333334,1.8761904761904762,data_driven_location,153,Stress_Light-on,female
169,perimeter,35.71111111111111,3.4010582010582007,data_driven_location,153,Stress_Light-on,female
170,corner,41.30555555555556,18.358024691358025,data_driven_location,153,Stress_Light-on,female
171,center,5.283333333333333,0.4312925170068027,data_driven_location,154,Stress_Light-on,female
172,perimeter,65.25555555555556,6.214814814814815,data_driven_location,154,Stress_Light-on,female
173,corner,29.46111111111111,13.093827160493825,data_driven_location,154,Stress_Light-on,female
174,center,2.0944444444444446,0.17097505668934243,data_driven_location,155,Stress_Light-on,male
175,perimeter,40.077777777777776,3.816931216931217,data_driven_location,155,Stress_Light-on,male
176,corner,57.827777777777776,25.70123456790123,data_driven_location,155,Stress_Light-on,male
177,center,1.3111111111111111,0.10702947845804989,data_driven_location,156,Stress_Light-on,male
178,perimeter,33.27777777777778,3.1693121693121693,data_driven_location,156,Stress_Light-on,male
179,corner,65.41111111111111,29.071604938271605,data_driven_location,156,Stress_Light-on,male
180,center,4.05,0.33061224489795915,data_driven_location,157,Stress_Light-on,male
181,perimeter,57.31111111111111,5.458201058201059,data_driven_location,157,Stress_Light-on,male
182,corner,38.638888888888886,17.17283950617284,data_driven_location,157,Stress_Light-on,male
183,center,37.5,3.061224489795918,data_driven_location,158,Stress_Light-on,male
184,perimeter,42.916666666666664,4.087301587301587,data_driven_location,158,Stress_Light-on,male
185,corner,19.583333333333332,8.703703703703702,data_driven_location,158,Stress_Light-on,male
