,group,group_id,gender,sniffing_fra,grooming_fra,sniffing_fre,grooming_fre,SG_fra_index,SG_fre_index,color
107,Night_Light-off,2,male,13.75077688004972,4.13300186451212,622.0,93.0,3.3270676691729317,6.688172043010753,#003960
108,Night_Light-off,2,female,15.562130177514794,3.3136094674556213,585.0,175.0,4.696428571428572,3.342857142857143,#003960
109,Night_Light-off,2,male,14.568972194252963,21.857330958097744,566.0,142.0,0.6665485471296954,3.9859154929577465,#003960
110,Afternoon_Light-on,0,male,19.829254410927717,3.0506545247581105,398.0,77.0,6.5,5.1688311688311686,#936736
111,Afternoon_Light-on,0,male,27.419091206276562,1.8061457992808105,425.0,85.0,15.180995475113125,5.0,#936736
112,Afternoon_Light-on,0,male,18.408837727441515,1.1604158930560713,393.0,106.0,15.864,3.707547169811321,#936736
113,Night_Light-off,2,female,21.566884015016797,8.970559178028058,497.0,124.0,2.404185022026432,4.008064516129032,#003960
114,Night_Light-off,2,female,31.273031002800572,10.760084508426276,580.0,113.0,2.906392694063927,5.132743362831858,#003960
115,Night_Light-off,2,female,15.778884843839815,14.293926039471163,393.0,101.0,1.103887399463807,3.891089108910891,#003960
116,Afternoon_Light-on,0,female,20.31924072476273,3.3994823123382227,408.0,85.0,5.977157360406092,4.8,#936736
117,Afternoon_Light-on,0,male,13.298114582384551,1.0656708261225978,370.0,87.0,12.478632478632477,4.252873563218391,#936736
118,Afternoon_Light-on,0,female,36.87600644122383,3.795721187025535,354.0,151.0,9.715151515151515,2.3443708609271523,#936736
119,Afternoon_Light-on,0,male,8.862195528862197,2.6559893226559894,340.0,145.0,3.3366834170854274,2.3448275862068964,#936736
120,Stress_Light-on,4,female,19.765013054830288,16.64490861618799,395.0,210.0,1.187450980392157,1.880952380952381,#f55e6f
121,Stress_Light-on,4,female,25.863090828270856,10.13483479033931,398.0,155.0,2.551900584795322,2.567741935483871,#f55e6f
122,Stress_Light-on,4,female,17.573582196697775,42.211055276381906,281.0,243.0,0.41632653061224495,1.1563786008230452,#f55e6f
123,Stress_Light-on,4,female,10.873992363173526,48.88841747984726,328.0,192.0,0.22242471578581968,1.7083333333333333,#f55e6f
124,Stress_Light-on,4,male,22.418051189941625,45.678042209250115,265.0,179.0,0.49078397640697957,1.4804469273743017,#f55e6f
125,Stress_Light-on,4,male,22.198746903686434,42.32114235756958,296.0,247.0,0.5245309003270786,1.1983805668016194,#f55e6f
126,Stress_Light-on,4,male,12.728543772854378,32.94794579479458,256.0,181.0,0.38632283336053536,1.4143646408839778,#f55e6f
127,Stress_Light-on,4,male,19.607925271226907,43.69371256230888,319.0,289.0,0.4487585082925894,1.1038062283737025,#f55e6f
128,Stress_Light-on,4,female,38.01951572099747,6.324539212143115,427.0,218.0,6.011428571428572,1.9587155963302751,#f55e6f
129,Stress_Light-on,4,female,33.86498516320475,10.367210682492582,354.0,192.0,3.26654740608229,1.84375,#f55e6f
130,Stress_Light-on,4,female,8.208082832331328,43.28657314629258,306.0,201.0,0.1896219135802469,1.5223880597014925,#f55e6f
131,Stress_Light-on,4,female,25.643264640819652,20.904645476772615,520.0,158.0,1.2266778056251741,3.2911392405063293,#f55e6f
132,Stress_Light-on,4,male,11.948010010494874,60.89246790990555,292.0,209.0,0.19621490835570582,1.3971291866028708,#f55e6f
133,Stress_Light-on,4,male,13.674436414109989,47.0157469008759,264.0,280.0,0.29084800977298175,0.9428571428571428,#f55e6f
134,Stress_Light-on,4,male,13.37419894120925,32.30704931735859,327.0,299.0,0.41397153945666243,1.0936454849498327,#f55e6f
135,Stress_Light-on,4,male,19.60161662817552,31.841801385681297,430.0,193.0,0.6155938349954668,2.227979274611399,#f55e6f
136,Stress_Light-on,4,female,11.63433853614184,61.29716623730869,259.0,210.0,0.18980222496909765,1.2333333333333334,#f55e6f
137,Stress_Light-on,4,female,13.240369040073244,38.552010704979224,405.0,157.0,0.3434417245158933,2.5796178343949046,#f55e6f
138,Stress_Light-on,4,female,23.890310129706926,26.30941160630133,462.0,227.0,0.9080518594336404,2.0352422907488985,#f55e6f
139,Stress_Light-on,4,female,16.829821717990274,28.33711507293355,382.0,253.0,0.5939144360558224,1.5098814229249011,#f55e6f
